"SID","day","real_order","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried"
"10490",3,9,7,NA,5,2,4,1,1,NA,3,1
"10432",10,37,7,NA,3,3,4,1,1,NA,5,1
"10397",10,37,7,NA,5,2,3,2,1,NA,5,2
"10448",6,21,7,NA,3,2,4,2,1,NA,4,2
"10454",6,21,7,1,3,3,5,1,3,5,5,1
"10451",4,13,7,NA,5,4,5,1,1,NA,5,1
"10475",4,13,7,2,2,3,4,2,4,4,4,3
"10437",10,37,7,1,1,3,4,2,5,4,4,2
"10452",3,9,7,1,5,4,5,1,1,1,3,1
"10447",3,9,7,1,4,1,4,1,5,5,5,3
"10493",4,13,7,1,3,5,5,1,1,5,3,2
"10471",2,5,6,2,2,3,4,2,4,3,3,2
"10445",6,21,6,1,2,1,1,4,3,4,5,5
"10449",5,17,6,3,3,3,4,1,3,4,3,1
"10444",9,33,6,NA,4,2,3,2,2,NA,2,3
"10480",3,9,6,2,4,3,4,1,4,3,3,3
"10490",2,5,6,2,2,2,3,1,3,3,3,2
"10432",9,33,6,1,3,1,3,1,4,4,5,2
"10450",6,21,6,NA,5,4,5,1,1,NA,2,2
"10493",3,9,6,1,1,1,1,1,5,5,5,1
"10452",2,5,6,1,2,3,5,1,4,3,5,1
"10437",9,33,6,1,5,5,5,2,3,2,1,2
"10438",8,29,6,1,2,2,5,1,4,3,3,1
"10441",10,37,6,NA,3,3,1,3,1,NA,5,5
"10447",2,5,6,NA,5,1,3,1,1,NA,5,3
"10448",5,17,6,1,3,3,4,1,3,4,4,1
"10465",2,5,6,1,1,1,3,1,5,4,4,2
"10397",9,33,6,NA,4,3,2,4,2,NA,5,5
"10480",2,5,5,2,2,1,4,2,4,4,3,4
"10442",9,33,5,NA,4,5,4,1,2,NA,3,2
"10422",9,33,5,NA,5,3,4,1,2,NA,3,2
"10437",8,29,5,1,2,1,4,1,4,4,4,2
"10418",14,53,5,1,2,3,4,1,4,5,5,1
"10454",4,13,5,2,5,3,4,1,2,3,3,1
"10449",4,13,5,1,2,1,3,1,4,4,5,1
"10445",5,17,5,1,5,1,1,4,2,5,5,5
"10372",15,57,5,1,5,2,4,1,1,2,3,2
"10470",2,5,5,NA,5,1,3,3,1,NA,3,2
"10277",15,57,5,1,2,2,5,1,4,5,5,1
"10475",2,5,5,1,3,2,5,1,4,3,5,3
"10429",14,53,5,1,5,1,4,1,4,5,5,2
"10448",4,13,5,1,5,1,2,2,1,3,5,4
"10438",7,25,5,NA,5,2,3,3,4,NA,4,4
"10493",2,5,5,2,4,5,5,1,1,4,1,1
"10432",8,29,5,1,3,3,4,1,2,3,5,2
"10397",8,29,5,3,3,1,3,2,2,3,5,4
"10440",8,29,4,NA,5,5,5,1,1,NA,1,1
"10418",13,49,4,2,4,1,3,1,2,4,5,1
"10444",7,25,4,2,2,2,3,2,4,3,4,2
"10437",7,25,4,1,2,1,2,4,3,2,4,4
"10442",8,29,4,1,5,3,3,1,1,3,3,1
"10454",3,9,4,1,2,1,3,1,4,5,5,3
"10277",14,53,4,1,2,1,4,1,3,5,5,1
"10441",8,29,4,1,4,3,3,3,3,4,5,4
"10439",7,25,4,1,3,2,2,1,3,3,4,2
"10366",15,57,4,1,3,1,4,1,4,5,5,1
"10422",8,29,4,1,4,2,3,1,3,3,3,3
"10448",3,9,4,1,5,1,1,2,1,3,4,5
"10397",7,25,4,1,4,2,3,1,2,4,5,2
"10438",6,21,4,1,4,1,4,1,3,4,5,2
"10449",3,9,4,1,3,1,2,1,1,3,4,3
"10372",14,53,4,1,5,2,3,2,1,2,3,3
"10432",7,25,4,1,3,2,4,1,3,4,5,2
"10418",12,45,3,1,5,1,4,2,1,4,5,3
"10442",7,25,3,1,5,4,3,1,2,3,3,1
"10439",6,21,3,2,3,3,4,1,4,4,3,2
"10437",6,21,3,2,2,2,3,3,3,3,4,1
"10422",7,25,3,NA,3,2,4,2,3,NA,4,3
"10436",8,29,3,1,NA,2,4,1,3,4,4,2
"10444",6,21,3,2,2,3,3,2,4,3,4,2
"10372",13,49,3,NA,5,4,2,3,1,NA,3,5
"10426",15,57,3,1,5,4,3,4,3,3,2,3
"10366",14,53,3,1,3,2,4,1,4,5,5,1
"10449",2,5,3,1,1,1,2,1,4,4,5,2
"10445",3,9,3,1,3,1,1,4,2,5,5,5
"10448",2,5,3,1,5,1,2,1,2,3,5,3
"10277",13,49,3,1,2,3,5,1,5,5,4,1
"10438",5,17,3,2,5,2,2,4,1,3,3,4
"10429",12,45,3,1,5,3,3,1,1,5,5,4
"10441",7,25,3,2,3,3,2,3,1,2,3,5
"10454",2,5,3,3,5,3,5,1,3,3,3,1
"10397",6,21,3,1,3,2,4,2,2,4,5,2
"10411",15,57,3,2,2,1,5,1,4,4,5,1
"10432",6,21,3,1,4,4,4,1,2,4,4,2
"10442",6,21,2,1,3,2,3,1,3,3,3,1
"10450",2,5,2,1,5,3,4,1,1,3,4,3
"10418",11,41,2,1,4,1,3,1,1,3,5,2
"10277",12,45,2,1,3,2,2,1,3,5,5,2
"10441",6,21,2,1,3,3,2,3,1,2,3,4
"10427",14,53,2,1,3,3,3,1,2,3,3,3
"10444",5,17,2,NA,2,1,2,4,4,NA,4,4
"10397",5,17,2,1,4,2,4,2,3,5,5,2
"10341",6,21,2,1,1,1,4,1,3,3,3,2
"10411",14,53,2,1,2,2,4,1,4,4,4,1
"10436",7,25,2,1,2,2,4,1,3,4,5,1
"10429",11,41,2,1,3,4,2,1,2,4,3,3
"10438",4,13,2,1,4,1,3,2,2,4,5,1
"10437",5,17,2,1,4,2,4,1,3,3,4,3
"10372",12,45,2,3,4,3,3,4,2,3,3,3
"10440",6,21,2,1,5,1,1,3,1,1,1,5
"10432",5,17,2,1,3,3,2,1,4,3,5,3
"10439",5,17,2,2,3,2,3,1,3,4,3,1
"10445",2,5,2,1,5,1,1,4,1,5,5,4
"10366",13,49,2,NA,5,5,3,2,1,NA,5,4
"10411",13,49,1,1,2,2,5,1,4,4,5,1
"10437",4,13,1,2,4,2,4,1,3,3,4,3
"10372",11,41,1,NA,5,5,2,3,1,NA,2,5
"10444",4,13,1,2,2,2,2,2,4,4,4,2
"10428",8,29,1,1,5,3,4,1,2,4,5,2
"10441",5,17,1,1,4,3,2,3,2,3,4,3
"10429",10,37,1,1,3,3,3,1,3,4,4,2
"10426",13,49,1,NA,5,5,3,2,1,NA,4,3
"10438",3,9,1,1,4,3,4,3,2,3,4,4
"10397",4,13,1,1,3,2,4,1,3,4,4,2
"10341",5,17,1,1,4,3,4,1,2,3,3,1
"10427",13,49,1,1,4,2,3,1,3,3,3,1
"10418",10,37,1,1,5,1,2,4,1,5,5,4
"10277",11,41,1,1,3,2,5,1,3,4,5,2
"10434",8,29,1,3,3,1,2,1,3,2,2,4
"10366",12,45,1,1,3,3,3,1,3,4,5,5
"10442",5,17,1,1,5,2,2,1,1,3,3,3
"10432",4,13,1,1,5,3,3,2,2,4,5,4
"10442",4,13,7,1,3,2,3,1,3,3,4,3
"10429",9,33,7,1,3,1,5,1,5,5,5,1
"10444",3,9,7,NA,5,2,2,2,1,NA,4,4
"10411",12,45,7,2,4,3,5,2,2,3,4,2
"10437",3,9,7,NA,2,1,2,2,4,NA,4,4
"10418",9,33,7,1,2,1,2,4,2,4,3,4
"10440",4,13,7,1,5,5,3,3,1,3,3,5
"10366",11,41,7,1,4,5,3,2,3,5,5,5
"10397",3,9,7,NA,5,1,3,2,1,NA,4,3
"10422",4,13,7,1,3,2,3,2,3,3,3,3
"10439",3,9,7,NA,5,3,3,2,1,NA,3,1
"10428",7,25,7,1,4,4,5,1,3,3,3,2
"10438",2,5,7,1,3,3,5,3,3,4,3,1
"10277",10,37,7,1,3,1,5,1,4,5,5,1
"10432",3,9,7,2,1,2,4,1,4,4,4,1
"10349",13,49,6,1,3,1,3,2,5,5,5,4
"10434",6,21,6,1,3,3,2,2,1,1,1,4
"10429",8,29,6,1,1,2,5,1,4,4,5,1
"10411",11,41,6,1,2,1,4,1,3,4,5,1
"10437",2,5,6,2,3,4,5,1,4,3,2,1
"10277",9,33,6,1,4,1,3,1,2,5,5,1
"10439",2,5,6,2,1,1,3,1,5,4,5,1
"10341",3,9,6,NA,5,3,5,1,1,NA,4,1
"10428",6,21,6,1,1,1,3,1,5,5,4,3
"10436",4,13,6,1,2,2,3,1,4,4,4,1
"10432",2,5,6,2,2,1,2,1,4,4,3,3
"10397",2,5,6,1,5,2,4,2,1,3,4,3
"10366",10,37,6,1,4,1,4,1,2,4,5,4
"10418",8,29,6,1,2,2,3,2,4,5,5,3
"10442",3,9,6,NA,5,5,5,1,1,NA,3,3
"10441",3,9,6,NA,3,4,3,2,1,NA,4,3
"10444",2,5,6,2,2,2,3,2,4,4,4,2
"10440",3,9,6,1,5,5,5,1,1,2,3,1
"10442",2,5,5,NA,5,4,3,1,2,NA,3,1
"10436",3,9,5,2,1,2,3,1,4,3,4,2
"10423",7,25,5,1,5,1,2,1,1,1,5,3
"10439",1,1,5,NA,3,2,4,1,3,NA,3,1
"10427",10,37,5,1,4,3,4,1,2,3,3,1
"10434",5,17,5,3,1,4,4,1,4,1,3,2
"10428",5,17,5,NA,5,2,4,1,1,NA,5,5
"10366",9,33,5,1,4,3,3,1,4,5,5,4
"10422",2,5,5,1,3,2,4,1,3,4,3,2
"10341",2,5,5,2,3,4,4,1,3,3,3,1
"10277",8,29,5,1,2,1,5,1,5,5,5,1
"10440",2,5,5,1,5,3,3,3,1,2,2,3
"10429",7,25,5,3,5,4,3,1,1,3,3,2
"10441",2,5,5,1,4,3,3,3,1,1,4,3
"10372",8,29,5,NA,5,3,2,3,1,NA,3,4
"10418",6,21,4,1,5,1,2,2,1,4,4,4
"10431",4,13,4,1,3,3,4,2,3,3,4,2
"10411",9,33,4,2,4,2,3,2,3,3,4,2
"10277",7,25,4,1,4,1,3,1,2,4,5,3
"10436",2,5,4,1,3,2,2,1,3,3,4,3
"10429",6,21,4,1,3,1,5,1,3,5,4,1
"10366",8,29,4,1,5,1,4,1,3,5,5,3
"10371",15,57,4,3,3,3,3,2,3,3,4,2
"10428",4,13,4,1,4,2,4,1,2,4,4,1
"10372",7,25,4,2,3,3,2,2,2,2,3,4
"10434",4,13,4,2,4,2,3,1,2,1,3,3
"10434",3,9,3,3,3,3,2,1,2,1,3,4
"10349",10,37,3,1,3,3,5,1,4,3,4,1
"10366",7,25,3,1,4,3,3,1,4,5,5,2
"10402",14,53,3,NA,5,3,4,2,1,NA,3,2
"10428",3,9,3,1,4,2,2,2,3,5,5,4
"10429",5,17,3,2,5,2,3,1,1,4,5,3
"10418",5,17,3,1,3,1,1,2,2,4,4,4
"10411",8,29,3,3,5,4,4,2,2,2,3,1
"10277",6,21,3,1,4,1,5,1,2,4,5,1
"10372",6,21,3,NA,5,4,1,3,1,NA,3,4
"10349",9,33,2,1,5,3,4,1,2,3,5,2
"10402",13,49,2,2,3,2,3,1,3,3,4,2
"10418",4,13,2,1,4,4,3,1,1,3,3,3
"10277",5,17,2,1,2,1,4,1,4,5,5,1
"10434",2,5,2,1,4,5,5,1,1,1,2,2
"10415",15,57,2,1,5,4,5,1,3,5,3,1
"10371",13,49,2,1,4,3,3,2,2,2,3,2
"10423",5,17,2,1,4,1,4,1,3,2,1,2
"10366",6,21,2,1,3,3,5,1,5,5,5,2
"10429",4,13,2,1,4,2,2,1,4,4,2,4
"10411",7,25,2,1,3,2,4,1,3,4,4,2
"10372",5,17,2,2,2,1,4,3,3,3,4,4
"10366",5,17,1,1,5,2,4,1,3,5,5,2
"10415",14,53,1,1,3,1,3,1,2,3,2,3
"10426",6,21,1,1,2,1,4,1,3,4,4,2
"10411",6,21,1,3,4,2,3,3,3,2,3,3
"10412",15,57,1,2,3,1,1,1,3,3,3,5
"10277",4,13,1,1,1,3,5,1,5,5,4,1
"10418",3,9,1,NA,5,2,5,1,1,NA,5,2
"10352",15,57,1,1,3,1,3,1,3,3,4,2
"10429",3,9,1,1,5,1,3,1,3,5,4,2
"10372",4,13,1,3,5,4,3,2,2,2,3,2
"10352",14,53,7,1,5,4,3,2,4,3,4,4
"10388",11,41,7,NA,4,4,3,2,2,NA,2,2
"10426",5,17,7,NA,5,4,5,2,1,NA,2,1
"10415",13,49,7,1,1,1,3,1,3,5,5,1
"10418",2,5,7,1,1,1,3,1,4,4,3,1
"10371",11,41,7,2,2,2,4,1,3,3,4,3
"10429",2,5,7,1,4,1,5,1,5,5,5,2
"10277",3,9,7,1,1,2,5,1,3,5,5,1
"10349",7,25,7,NA,5,3,4,1,2,NA,5,2
"10366",4,13,7,1,3,1,4,2,3,5,5,3
"10412",14,53,7,3,3,2,2,1,3,3,4,4
"10411",5,17,7,1,5,1,4,1,2,4,5,1
"10372",3,9,7,NA,5,5,4,2,1,NA,2,3
"10349",6,21,6,1,1,1,3,1,5,4,5,2
"10415",12,45,6,1,1,2,4,1,5,3,5,2
"10413",15,57,6,1,2,3,5,1,5,5,5,1
"10414",15,57,6,2,4,3,2,3,3,4,5,3
"10366",3,9,6,1,2,1,5,1,5,5,5,1
"10411",4,13,6,2,3,2,4,1,3,4,5,2
"10388",10,37,6,NA,4,4,3,2,2,NA,2,2
"10352",13,49,6,1,2,2,5,1,4,4,4,1
"10426",4,13,6,NA,5,3,5,1,1,NA,4,1
"10277",2,5,6,1,4,3,5,1,2,5,5,1
"10349",5,17,5,NA,4,3,3,1,3,NA,4,3
"10412",12,45,5,2,4,1,4,1,3,3,3,1
"10415",11,41,5,NA,3,1,1,1,2,NA,5,1
"10380",14,53,5,1,4,4,4,1,4,3,3,1
"10411",3,9,5,2,3,2,4,2,4,5,5,3
"10371",9,33,5,2,5,3,3,1,3,3,4,3
"10402",9,33,5,NA,5,3,3,1,1,NA,3,3
"10427",3,9,5,2,5,1,2,1,1,2,3,3
"10366",2,5,5,1,3,1,5,1,4,5,5,1
"10414",14,53,5,3,3,2,4,2,3,4,5,1
"10426",3,9,5,3,5,1,2,3,1,2,4,3
"10380",13,49,4,1,2,1,4,1,5,3,4,1
"10360",9,33,4,1,4,3,3,1,2,3,4,3
"10427",2,5,4,2,5,2,2,1,2,3,3,3
"10402",8,29,4,2,3,3,3,1,3,3,3,2
"10414",13,49,4,1,2,1,4,2,3,4,5,2
"10415",10,37,4,3,1,1,3,1,4,5,5,2
"10411",2,5,4,2,2,1,3,2,3,3,4,3
"10404",15,57,4,1,2,1,2,1,4,3,4,2
"10352",11,41,4,2,5,1,1,4,1,2,5,5
"10413",13,49,4,NA,5,2,5,1,1,NA,5,1
"10426",2,5,4,NA,5,1,2,2,1,NA,3,3
"10342",15,57,4,1,5,2,3,2,3,5,5,2
"10330",13,49,4,NA,3,3,5,1,2,NA,3,1
"10345",15,57,4,1,3,1,3,2,3,3,4,4
"10349",3,9,3,1,5,1,3,1,1,3,5,3
"10379",15,57,3,1,1,3,4,1,4,3,4,2
"10360",8,29,3,1,3,2,3,1,3,4,4,3
"10414",12,45,3,1,5,2,2,5,1,4,3,5
"10389",14,53,3,NA,4,2,2,2,3,NA,3,4
"10404",14,53,3,1,3,2,3,1,2,3,3,2
"10413",12,45,3,1,3,1,3,1,4,5,5,3
"10415",9,33,3,NA,5,1,5,1,1,NA,3,2
"10371",7,25,3,4,5,3,2,3,2,2,2,3
"10342",14,53,3,1,5,2,4,1,2,5,5,3
"10412",9,33,2,2,4,1,3,1,2,3,3,2
"10380",11,41,2,1,2,3,4,1,3,3,3,1
"10402",6,21,2,1,3,2,3,1,3,3,3,2
"10352",9,33,2,1,5,1,5,1,2,3,5,1
"10330",11,41,2,NA,5,4,5,1,2,NA,4,1
"10415",8,29,2,1,1,2,5,2,5,4,3,1
"10342",13,49,2,1,4,3,2,1,2,4,5,2
"10371",6,21,2,3,4,2,2,2,1,2,3,3
"10342",12,45,1,1,5,3,3,2,3,3,5,1
"10413",10,37,1,2,4,5,5,1,3,5,1,3
"10402",5,17,1,1,5,2,5,1,1,3,3,1
"10412",8,29,1,2,2,1,4,1,4,4,3,1
"10374",15,57,1,2,2,2,2,2,3,3,3,4
"10380",10,37,1,1,5,3,2,1,1,2,3,3
"10371",5,17,1,3,5,3,2,2,2,2,3,2
"10330",10,37,1,1,5,3,3,1,3,3,3,1
"10415",7,25,1,1,3,1,2,1,3,1,2,1
"10389",11,41,7,1,3,4,3,2,2,4,4,4
"10414",9,33,7,1,4,3,5,1,3,4,4,1
"10342",11,41,7,1,3,3,5,1,3,5,5,3
"10380",9,33,7,1,5,3,3,2,1,2,2,3
"10413",9,33,7,1,2,4,5,1,4,5,4,1
"10352",7,25,7,1,3,3,5,1,4,3,3,2
"10415",6,21,7,1,1,1,5,1,3,3,3,1
"10380",8,29,6,NA,5,3,4,1,1,NA,2,3
"10350",11,41,6,1,3,2,5,1,3,4,4,1
"10342",10,37,6,NA,5,5,5,1,5,NA,5,1
"10354",10,37,6,1,2,2,4,1,4,4,4,1
"10338",15,57,6,1,2,3,4,1,4,3,2,1
"10389",10,37,6,1,5,3,4,1,1,1,4,2
"10415",5,17,6,1,1,1,5,1,5,3,3,1
"10324",12,45,5,1,3,3,5,1,3,3,3,1
"10390",15,57,5,1,1,1,4,1,4,3,3,1
"10404",9,33,5,1,2,3,5,1,3,3,3,1
"10371",2,5,5,1,3,5,4,2,3,4,4,1
"10342",9,33,5,NA,5,5,5,1,1,NA,5,1
"10415",4,13,5,NA,3,3,3,3,1,NA,5,3
"10374",12,45,5,NA,5,1,2,1,1,NA,4,3
"10352",5,17,5,1,2,5,5,2,5,4,3,2
"10414",7,25,5,1,5,4,1,3,1,2,3,5
"10338",14,53,5,1,1,2,5,1,4,3,5,1
"10363",8,29,5,2,2,2,4,1,3,3,2,3
"10345",8,29,4,NA,5,1,5,1,1,NA,5,1
"10413",6,21,4,3,5,4,4,1,3,3,1,1
"10414",6,21,4,2,4,3,2,4,1,3,1,4
"10380",6,21,4,1,3,2,3,1,4,3,3,1
"10386",14,53,4,2,2,2,3,2,3,4,5,2
"10347",14,53,4,NA,5,3,3,2,1,NA,2,4
"10360",2,5,4,1,2,3,4,1,4,3,4,3
"10363",7,25,4,3,2,2,3,1,4,3,3,2
"10354",8,29,4,NA,4,1,4,1,3,NA,5,1
"10389",8,29,4,NA,3,3,3,1,3,NA,4,1
"10330",6,21,4,1,3,2,4,1,3,3,4,2
"10412",4,13,4,2,3,1,1,1,3,3,4,5
"10352",4,13,4,1,5,1,1,2,1,3,5,5
"10331",15,57,4,1,3,3,3,1,3,3,3,3
"10342",8,29,4,1,3,3,5,2,5,5,5,1
"10415",3,9,4,1,5,1,1,2,1,3,5,3
"10350",8,29,3,1,5,1,2,1,1,1,5,2
"10304",13,49,3,1,1,2,3,1,5,5,5,3
"10359",13,49,3,NA,3,2,3,1,2,NA,5,3
"10404",7,25,3,1,2,1,2,1,2,3,3,4
"10367",15,57,3,NA,3,3,3,1,3,NA,3,3
"10361",15,57,3,1,2,1,5,1,5,5,4,1
"10324",10,37,3,2,4,4,4,1,3,3,3,2
"10327",15,57,3,2,3,3,3,1,3,3,4,3
"10347",13,49,3,1,1,2,3,4,3,4,3,5
"10378",15,57,3,2,3,2,3,1,3,2,3,3
"10386",13,49,3,NA,4,3,3,2,2,NA,5,2
"10354",7,25,3,1,4,3,3,1,3,4,3,2
"10412",3,9,3,2,3,1,1,1,3,4,3,5
"10330",5,17,3,1,5,1,4,1,3,3,3,3
"10414",5,17,3,1,2,4,4,2,4,4,4,2
"10352",3,9,3,1,2,1,3,1,4,3,4,3
"10380",5,17,3,1,5,3,2,4,1,2,3,5
"10342",7,25,3,1,3,1,5,1,4,5,5,2
"10363",6,21,3,2,2,2,5,1,3,4,4,3
"10389",7,25,3,NA,2,3,3,1,1,NA,4,4
"10380",4,13,2,1,4,3,2,1,3,4,3,2
"10390",12,45,2,1,3,1,1,1,1,3,5,3
"10338",11,41,2,1,2,2,4,1,4,2,5,2
"10359",12,45,2,1,2,2,3,1,4,5,4,2
"10363",5,17,2,2,5,1,1,2,1,2,3,4
"10386",12,45,2,2,3,2,2,4,3,3,5,3
"10412",2,5,2,2,4,2,2,1,2,3,1,4
"10413",4,13,2,1,4,1,3,1,3,3,4,2
"10345",6,21,2,1,1,2,3,2,3,3,5,1
"10330",4,13,2,NA,5,3,5,1,2,NA,1,1
"10304",12,45,2,1,5,3,3,1,1,4,5,3
"10404",6,21,2,1,4,1,3,2,2,3,3,4
"10367",14,53,2,NA,5,3,2,3,1,NA,4,4
"10414",4,13,2,2,4,5,3,1,1,4,2,1
"10383",9,33,2,NA,2,3,5,1,1,NA,1,2
"10354",6,21,2,1,2,3,1,2,3,4,3,4
"10389",6,21,2,2,2,2,3,1,2,3,4,3
"10327",14,53,2,1,1,2,4,1,4,4,5,1
"10342",6,21,2,1,5,1,2,2,2,3,5,4
"10386",11,41,1,NA,5,4,5,2,1,NA,5,2
"10381",15,57,1,1,3,1,4,1,3,5,5,1
"10383",8,29,1,1,3,1,3,1,2,4,3,2
"10379",6,21,1,2,4,3,3,3,2,2,3,2
"10413",3,9,1,1,5,1,5,1,1,3,5,1
"10345",5,17,1,1,5,3,3,1,2,3,4,1
"10378",13,49,1,1,5,3,2,1,1,1,3,3
"10318",15,57,1,1,5,2,2,3,2,3,5,5
"10324",8,29,1,NA,2,3,4,1,1,NA,3,2
"10354",5,17,1,2,4,3,2,2,2,3,2,4
"10404",5,17,1,1,3,3,2,1,2,2,3,4
"10365",15,57,1,1,4,1,5,1,3,3,5,3
"10389",5,17,1,NA,4,4,2,3,2,NA,4,4
"10342",5,17,1,1,4,1,3,2,3,5,5,3
"10330",3,9,1,1,4,1,4,1,3,2,3,2
"10331",12,45,1,1,2,3,5,1,4,3,3,2
"10367",13,49,1,1,4,2,2,2,1,4,3,4
"10361",13,49,1,2,1,3,5,1,5,5,4,3
"10327",13,49,1,2,3,2,4,1,4,3,4,2
"10363",4,13,1,NA,4,2,4,1,2,NA,2,1
"10361",12,45,7,2,1,1,5,1,5,5,5,1
"10331",11,41,7,3,2,2,2,1,2,3,3,3
"10413",2,5,7,1,2,2,4,1,5,5,4,2
"10404",4,13,7,NA,5,1,2,3,1,NA,3,4
"10350",5,17,7,NA,4,5,2,2,2,NA,2,1
"10365",14,53,7,1,3,2,5,1,5,4,5,2
"10380",2,5,7,1,5,3,3,2,1,3,4,4
"10367",12,45,7,1,5,2,2,2,1,4,4,4
"10342",4,13,7,1,5,5,3,2,1,3,5,1
"10363",3,9,7,2,3,4,3,3,3,2,2,2
"10383",7,25,7,NA,3,3,5,1,1,NA,3,1
"10318",14,53,7,1,2,3,5,1,4,5,4,3
"10330",2,5,7,NA,3,2,3,2,1,NA,2,2
"10359",10,37,7,NA,4,2,4,2,2,NA,5,2
"10389",4,13,7,1,3,2,3,1,4,2,4,3
"10338",9,33,7,NA,5,3,3,1,1,NA,4,3
"10386",10,37,7,2,4,2,3,3,2,3,5,3
"10361",11,41,6,NA,5,1,3,1,1,NA,3,1
"10359",9,33,6,NA,5,2,3,2,1,NA,4,2
"10347",9,33,6,1,5,4,4,2,2,4,3,4
"10365",13,49,6,1,2,1,3,1,5,4,4,1
"10335",10,37,6,1,2,2,3,1,3,3,4,2
"10350",4,13,6,NA,5,5,3,1,1,NA,3,1
"10389",3,9,6,NA,5,1,1,1,1,NA,4,4
"10354",3,9,6,1,2,2,4,1,4,4,4,2
"10404",3,9,6,1,3,5,5,1,2,4,3,4
"10390",9,33,6,1,1,4,5,1,5,5,3,1
"10367",11,41,6,1,5,3,3,3,1,5,4,4
"10379",4,13,6,1,3,3,3,2,3,3,3,2
"10318",13,49,6,NA,5,5,3,5,1,NA,2,3
"10342",3,9,6,1,5,5,4,1,2,3,5,1
"10345",2,5,5,1,3,3,5,1,5,4,4,1
"10304",8,29,5,1,2,2,5,1,5,5,5,1
"10359",8,29,5,1,2,1,5,2,4,5,5,2
"10318",12,45,5,2,3,4,4,1,3,4,3,2
"10378",10,37,5,1,5,3,3,1,1,1,4,2
"10383",5,17,5,NA,5,5,4,1,1,NA,3,1
"10367",10,37,5,1,3,2,3,1,3,4,4,3
"10324",5,17,5,1,1,1,5,1,5,3,1,1
"10379",3,9,5,NA,5,3,4,2,2,NA,3,2
"10381",12,45,5,NA,5,3,5,1,2,NA,5,1
"10354",2,5,5,2,4,2,2,1,2,2,2,4
"10338",7,25,5,1,2,4,4,2,4,2,4,3
"10332",7,25,5,2,5,3,3,3,1,3,3,5
"10404",2,5,5,1,2,1,3,1,2,2,4,2
"10389",2,5,5,2,3,5,3,1,2,2,3,3
"10287",14,53,5,NA,5,3,3,4,1,NA,3,5
"10365",12,45,5,2,4,3,5,1,2,3,3,3
"10342",2,5,5,NA,5,4,5,1,3,NA,5,1
"10350",3,9,5,3,2,4,5,3,3,3,3,3
"10324",4,13,4,2,2,3,4,1,5,3,4,2
"10386",7,25,4,2,3,3,3,4,2,4,5,3
"10359",7,25,4,1,5,2,4,4,5,5,5,3
"10348",9,33,4,1,5,4,3,1,3,3,4,3
"10293",13,49,4,1,4,1,2,1,2,2,5,1
"10338",6,21,4,2,3,2,2,3,2,2,4,4
"10327",9,33,4,2,2,2,3,1,4,3,4,1
"10320",14,53,4,1,5,2,2,1,2,2,3,3
"10331",8,29,4,1,4,1,3,1,3,3,4,2
"10317",14,53,4,2,4,2,2,1,3,4,3,4
"10367",9,33,4,NA,5,2,3,2,1,NA,3,4
"10308",15,57,4,1,2,2,5,1,4,4,5,3
"10353",7,25,4,1,3,2,3,1,3,3,5,2
"10350",2,5,4,1,5,3,2,1,2,3,4,1
"10391",3,9,4,1,5,1,5,1,3,5,4,3
"10361",9,33,4,1,3,1,3,2,2,3,4,3
"10338",5,17,3,2,4,5,3,2,3,2,4,3
"10318",10,37,3,NA,4,3,2,5,1,NA,2,4
"10332",5,17,3,2,3,1,3,1,4,4,4,2
"10287",12,45,3,1,1,1,2,2,3,5,5,5
"10359",6,21,3,1,1,1,3,1,5,5,5,1
"10348",8,29,3,2,5,5,3,3,3,1,2,4
"10320",13,49,3,NA,5,4,2,2,1,NA,3,4
"10293",12,45,3,2,5,3,4,1,1,2,3,3
"10365",10,37,3,1,5,3,4,1,1,3,3,3
"10260",15,57,3,2,1,4,5,1,5,4,5,1
"10308",14,53,3,1,3,2,4,1,4,5,5,3
"10288",15,57,3,NA,5,3,5,1,1,NA,4,1
"10317",13,49,3,NA,5,2,4,1,2,NA,4,2
"10367",8,29,3,1,3,3,3,1,2,5,4,3
"10386",6,21,3,2,2,2,3,2,4,4,4,2
"10353",6,21,3,1,2,2,4,1,3,4,4,1
"10391",2,5,3,1,2,2,2,1,4,4,5,4
"10327",8,29,3,2,1,2,4,1,5,4,5,2
"10335",7,25,3,NA,5,3,3,1,1,NA,4,3
"10378",8,29,3,1,2,4,3,3,4,4,2,2
"10381",8,29,2,1,5,3,1,1,1,3,3,5
"10260",14,53,2,1,3,1,5,1,3,3,5,3
"10353",5,17,2,1,3,1,3,1,3,3,4,2
"10318",9,33,2,2,3,3,2,2,3,3,3,3
"10338",4,13,2,1,2,2,4,1,4,2,4,2
"10317",12,45,2,NA,3,2,3,1,2,NA,3,4
"10386",5,17,2,2,4,2,2,3,2,3,4,3
"10288",14,53,2,1,3,1,5,1,2,5,4,1
"10324",2,5,2,3,1,1,2,1,3,2,4,4
"10304",5,17,2,1,5,1,3,1,1,4,5,3
"10327",7,25,2,2,2,1,4,1,4,3,5,2
"10293",11,41,2,2,3,2,4,1,3,3,4,1
"10320",12,45,2,NA,5,4,3,3,1,NA,3,3
"10267",15,57,2,2,3,2,4,1,3,3,3,3
"10308",13,49,2,1,1,1,5,1,5,5,5,2
"10367",7,25,2,NA,5,2,4,1,1,NA,4,3
