"SID","freq","hourBlock","day","beepvar","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","Wave"
"45",57,2,15,58,1,3,2,2,1,3,4,4,2,"4"
"45",57,4,15,60,2,4,3,3,1,3,4,4,2,"4"
"45",57,3,16,63,1,1,2,3,1,5,5,4,2,"4"
"45",57,4,16,64,1,3,3,5,1,5,4,4,2,"4"
"45",57,2,18,70,1,3,2,2,1,3,3,4,4,"4"
"45",57,4,18,72,2,2,2,4,1,5,3,4,3,"4"
"45",57,1,19,73,2,1,3,5,1,5,4,5,1,"4"
"45",57,2,19,74,2,2,3,3,1,5,3,4,3,"4"
"45",57,1,20,77,1,3,4,4,1,4,3,4,3,"4"
"45",57,3,21,83,2,2,1,1,2,3,5,4,4,"4"
"45",57,4,22,88,2,4,4,2,3,2,3,3,4,"4"
"45",57,3,23,91,2,2,4,3,1,4,4,3,4,"4"
"45",57,1,24,93,1,4,1,3,1,3,4,4,4,"4"
"45",57,2,24,94,2,3,4,5,2,4,4,2,1,"4"
"45",57,3,24,95,1.0625,1,2,5,1,3,2.85,4,1,"4"
"45",57,1,25,97,1,4,3,3,1,2,4,4,2,"4"
"45",57,1,27,105,1,3,3,4,1,3,5,4,3,"4"
"45",17,1,1,0,2,5,2,2,2,3,5,3,4,"7"
"45",17,1,1,1,2,2,2,4,1,5,4,4,2,"7"
"45",17,4,1,4,1,5,2,3,1,2,3,4,2,"7"
"45",17,1,2,5,1,1,1,3,1,5,4,5,2,"7"
"45",17,4,2,8,2,4,2,4,2,3,3,3,2,"7"
"45",17,4,3,12,2,5,1,3,4,3,4,4,3,"7"
"45",17,1,4,13,2,4,2,4,2,2,4,5,2,"7"
"45",17,1,5,17,2,4,1,2,2,2,4,4,4,"7"
"45",17,4,5,20,2,1,3,5,1,5,3,3,2,"7"
"45",17,1,7,25,2,5,1,1,2,3,4,3,5,"7"
"45",17,1,8,29,2,2,2,3,1,5,4,3,3,"7"
"45",17,4,8,32,2,3,4,5,2,3,4,4,2,"7"
"45",17,4,9,36,2,3,2,2,2,5,4,3,3,"7"
"45",17,4,10,40,2,3,2,2,2,3,3,5,3,"7"
"45",17,1,11,41,2,3,1,2,1,3,4,5,4,"7"
"45",17,4,11,44,4,1,1,1,3,4,2,5,5,"7"
"45",17,4,12,48,3,3,2,4,1,3,3,4,3,"7"
"46",27,2,1,2,1,2,2,4,1,4,4,4,2,"4"
"46",27,3,1,3,1,4,3,5,1,3,4,5,2,"4"
"46",27,1,2,5,2,4,3,3,1,3,4,5,2,"4"
"46",27,4,2,8,1,2,2,3,1,4,5,5,2,"4"
"46",27,1,3,9,1,4,2,3,1,2,4,4,2,"4"
"46",27,2,3,10,2,5,2,2,2,2,4,4,2,"4"
"46",27,1,5,17,1.0625,5,2,2,3,1,2.85,4,4,"4"
"46",27,2,5,18,1,5,2,2,3,2,4,3,4,"4"
"46",27,4,5,20,1,1,2,4,1,4,5,4,2,"4"
"46",27,2,6,22,1.0625,3,1,4,2,2,2.85,5,3,"4"
"46",27,2,7,26,1,2,3,3,1,4,5,4,3,"4"
"46",27,1,8,29,1,5,3,4,2,2,5,5,3,"4"
"46",27,3,8,31,1.0625,5,3,3,1,1,2.85,4,3,"4"
"46",27,4,8,32,1,2,2,4,1,3,5,4,2,"4"
"46",27,1,9,33,1,3,2,3,1,4,5,3,2,"4"
"46",27,2,9,34,1,5,2,2,1,3,5,4,3,"4"
"46",27,3,9,35,1,3,2,3,1,4,5,5,2,"4"
"46",27,1,10,37,1,5,2,3,2,2,5,4,3,"4"
"46",27,2,10,38,1,5,2,2,3,2,4,4,4,"4"
"46",27,4,11,44,1.0625,5,2,3,1,1,2.85,4,3,"4"
"46",27,1,12,45,1,3,2,3,1,4,5,3,2,"4"
"46",27,2,12,46,1.0625,4,2,4,1,3,2.85,4,2,"4"
"46",27,3,13,51,1,2,3,4,1,3,5,4,2,"4"
"46",27,3,13,51,1,3,2,4,1,3,5,4,2,"4"
"46",27,3,14,55,1,5,1,1,2,3,4,4,4,"4"
"46",27,3,18,71,2,3,3,5,1,4,5,3,2,"4"
"46",27,1,312,1245,1.0625,NA,NA,NA,NA,NA,2.85,NA,NA,"4"
"46",10,1,1,0,2,3,2,4,1,3,4,4,2,"7"
"46",10,4,1,4,1,3,1,4,1,4,4,4,2,"7"
"46",10,1,2,5,1,2,1,4,1,4,4,4,2,"7"
"46",10,4,2,8,1.0625,5,3,4,1,2,2.85,4,1,"7"
"46",10,1,5,17,1,2,2,4,1,4,5,4,2,"7"
"46",10,4,5,20,1,2,3,4,1,4,5,4,2,"7"
"46",10,1,8,29,1,5,2,3,1,2,4,3,2,"7"
"46",10,4,8,32,1,3,2,3,1,4,4,3,1,"7"
"46",10,1,11,41,1.0625,4,2,3,1,2,2.85,4,2,"7"
"46",10,1,13,49,1.0625,4,3,4,1,2,2.85,4,1,"7"
"51",55,2,1,2,2,2,1,5,1,4,5,5,2,"4"
"51",55,1,2,5,1,2,2,5,1,4,5,5,1,"4"
"51",55,2,2,6,1.0625,5,3,3,2,1,2.85,2,2,"4"
"51",55,3,2,7,1,2,1,5,1,4,5,5,2,"4"
"51",55,4,2,8,1,2,3,5,1,4,5,5,2,"4"
"51",55,1,3,9,1,5,1,5,1,2,5,5,2,"4"
"51",55,2,3,10,1,5,1,4,1,1,5,5,2,"4"
"51",55,3,3,11,1,5,1,5,1,3,5,5,1,"4"
"51",55,4,3,12,2,2,5,5,1,4,4,4,1,"4"
"51",55,1,4,13,1,5,1,4,1,1,5,5,2,"4"
"51",55,2,4,14,2,5,1,4,1,1,4,4,2,"4"
"51",55,3,4,15,1.0625,5,1,3,2,1,2.85,4,3,"4"
"51",55,4,4,16,2,3,2,4,1,3,4,4,3,"4"
"51",55,1,5,17,1.0625,5,1,3,1,1,2.85,5,3,"4"
"51",55,2,5,18,1,5,1,3,1,2,5,4,3,"4"
"51",55,3,5,19,2,4,2,3,1,2,4,4,2,"4"
"51",55,4,5,20,1,3,1,5,1,3,5,5,2,"4"
"51",55,1,6,21,1,5,2,4,1,2,5,4,2,"4"
"51",55,2,6,22,1.0625,4,2,3,1,2,2.85,4,2,"4"
"51",55,3,6,23,1.0625,5,3,3,1,1,2.85,3,2,"4"
"51",55,4,6,24,1,5,2,3,2,2,5,4,3,"4"
"51",55,1,7,25,1,3,1,4,1,4,5,4,1,"4"
"51",55,2,7,26,1,4,1,4,1,3,5,4,3,"4"
"51",55,3,7,27,1,5,1,5,1,1,4,5,2,"4"
"51",55,4,7,28,1,3,1,4,1,3,5,3,2,"4"
"51",55,1,8,29,1,4,1,2,1,2,3,3,4,"4"
"51",55,2,8,30,2,5,1,2,2,1,4,3,5,"4"
"51",55,3,8,31,2,3,1,3,3,3,4,3,5,"4"
"51",55,4,8,32,2,3,1,3,3,3,3,5,4,"4"
"51",55,1,9,33,2,4,4,3,1,2,4,3,1,"4"
"51",55,2,9,34,1,5,2,4,1,1,5,4,2,"4"
"51",55,3,9,35,1,5,1,5,1,1,5,5,1,"4"
"51",55,4,9,36,2,4,1,3,1,2,3,3,3,"4"
"51",55,1,10,37,1,5,1,5,1,2,5,5,1,"4"
"51",55,2,10,38,2,4,1,3,1,2,4,4,2,"4"
"51",55,3,10,39,2,5,2,4,1,1,4,4,2,"4"
"51",55,4,10,40,1,5,2,3,1,1,5,4,1,"4"
"51",55,1,11,41,2,3,1,2,3,2,4,3,3,"4"
"51",55,2,11,42,1,4,1,4,1,2,5,4,2,"4"
"51",55,3,11,43,1,4,2,5,1,2,5,5,2,"4"
"51",55,4,11,44,3,2,2,3,1,5,3,3,2,"4"
"51",55,1,12,45,1,3,1,5,1,3,4,4,1,"4"
"51",55,2,12,46,2,5,2,5,1,1,4,3,1,"4"
"51",55,3,12,47,1,4,2,5,1,2,5,5,1,"4"
"51",55,4,12,48,1.0625,3,5,5,1,3,2.85,4,1,"4"
"51",55,1,13,49,2,4,3,5,1,3,4,4,1,"4"
"51",55,2,13,50,1.0625,4,2,5,1,1,2.85,4,1,"4"
"51",55,3,13,51,1,2,4,5,1,4,5,4,1,"4"
"51",55,4,13,52,3,3,5,5,1,4,3,4,2,"4"
"51",55,1,14,53,2,4,1,1,2,1,3,2,5,"4"
"51",55,2,14,54,1,3,3,4,1,3,5,3,1,"4"
"51",55,3,14,55,2,4,2,3,1,1,4,4,2,"4"
"51",55,4,14,56,2,3,1,5,1,3,4,4,1,"4"
"51",55,1,15,57,1,4,1,3,1,2,4,5,2,"4"
"51",55,2,15,58,1,5,1,3,1,2,5,4,1,"4"
"51",27,1,1,1,2,5,1,5,1,1,5,5,2,"7"
"51",27,4,1,4,1,5,1,3,3,1,5,4,2,"7"
"51",27,1,2,5,1,2,3,5,1,4,5,5,1,"7"
"51",27,4,2,8,2,3,3,4,2,3,4,5,2,"7"
"51",27,1,3,9,1,4,1,4,1,3,5,5,2,"7"
"51",27,4,3,12,1,3,2,3,2,3,5,2,3,"7"
"51",27,1,4,13,1,5,1,4,1,1,5,5,3,"7"
"51",27,4,4,16,1,2,3,5,1,4,5,5,1,"7"
"51",27,1,5,17,1,3,1,4,1,3,4,3,3,"7"
"51",27,4,5,20,2,5,5,4,1,1,4,1,2,"7"
"51",27,1,6,21,1,4,1,3,1,1,5,3,2,"7"
"51",27,4,6,24,1,2,2,5,1,3,5,5,2,"7"
"51",27,1,7,25,2,3,3,2,2,3,4,4,3,"7"
"51",27,4,7,28,2,4,2,3,3,2,4,3,5,"7"
"51",27,1,8,29,1,3,2,3,2,2,4,3,3,"7"
"51",27,1,9,33,2,4,2,2,2,2,4,3,3,"7"
"51",27,1,10,37,1,2,1,4,1,3,5,4,2,"7"
"51",27,4,10,40,1.0625,5,2,4,2,1,2.85,4,1,"7"
"51",27,1,11,41,1,2,1,3,1,4,3,3,3,"7"
"51",27,4,11,44,1,4,2,5,1,3,5,5,1,"7"
"51",27,1,12,45,1,3,2,5,1,3,5,4,1,"7"
"51",27,4,12,48,1,5,3,4,1,1,5,4,2,"7"
"51",27,1,13,49,1,4,2,4,1,2,5,4,2,"7"
"51",27,4,13,52,1,3,2,4,1,3,5,4,4,"7"
"51",27,1,14,53,1,3,1,3,1,4,5,5,2,"7"
"51",27,4,14,56,2,4,2,2,4,1,2,2,3,"7"
"51",27,1,15,57,2,4,3,3,1,4,3,3,2,"7"
"52",40,1,1,1,2,4,4,3,2,2,3,4,3,"4"
"52",40,2,1,2,1,4,4,3,2,3,3,3,3,"4"
"52",40,4,1,4,2,4,3,4,2,2,3,3,2,"4"
"52",40,1,2,5,2,3,2,3,2,3,4,4,2,"4"
"52",40,3,2,7,2,3,4,3,2,3,4,3,3,"4"
"52",40,4,2,8,2,4,2,3,2,3,4,3,3,"4"
"52",40,2,3,10,2,4,2,3,2,2,3,4,3,"4"
"52",40,3,3,11,2,3,3,3,2,3,4,3,2,"4"
"52",40,4,3,12,2,2,2,4,2,4,4,4,2,"4"
"52",40,2,4,14,2,3,2,3,2,3,3,3,3,"4"
"52",40,3,4,15,2,4,3,4,2,2,4,3,3,"4"
"52",40,4,4,16,2,2,3,4,2,3,3,3,2,"4"
"52",40,2,5,18,2,2,4,4,2,3,4,3,2,"4"
"52",40,3,5,19,2,3,2,3,2,3,4,3,2,"4"
"52",40,4,5,20,2,3,2,3,2,3,4,4,2,"4"
"52",40,3,6,23,2,3,2,3,2,2,4,4,3,"4"
"52",40,4,6,24,2,3,2,4,2,3,4,4,2,"4"
"52",40,1,7,25,1.0625,4,3,3,2,2,2.85,3,3,"4"
"52",40,2,7,26,3,4,2,3,2,2,3,3,3,"4"
"52",40,3,7,27,2,3,2,4,2,3,3,4,3,"4"
"52",40,1,8,29,2,4,3,3,2,2,3,3,3,"4"
"52",40,3,8,31,2,3,2,3,2,4,4,4,2,"4"
"52",40,4,8,32,2,3,2,3,2,3,4,4,2,"4"
"52",40,1,9,33,1,3,2,4,1,4,4,4,2,"4"
"52",40,2,9,34,1,3,2,2,2,3,3,3,3,"4"
"52",40,3,9,35,2,3,3,4,3,3,3,4,3,"4"
"52",40,2,10,38,2,3,3,3,2,3,3,3,3,"4"
"52",40,3,10,39,2,3,3,4,2,3,4,4,3,"4"
"52",40,4,10,40,3,2,2,4,2,4,3,4,3,"4"
"52",40,1,11,41,2,3,2,3,1,4,4,4,3,"4"
"52",40,3,11,43,2,3,2,4,1,3,4,4,2,"4"
"52",40,4,11,44,3,2,2,4,2,4,3,4,3,"4"
"52",40,3,12,47,2,3,2,3,2,3,3,4,2,"4"
"52",40,1,13,49,2,4,2,4,2,2,3,4,2,"4"
"52",40,2,13,50,2,3,2,3,2,2,3,3,3,"4"
"52",40,3,13,51,2,3,4,4,2,3,3,3,2,"4"
"52",40,1,14,53,2,3,2,4,2,3,4,4,2,"4"
"52",40,3,14,55,2,3,2,4,2,3,3,3,2,"4"
"52",40,4,14,56,3,4,4,4,3,2,3,3,3,"4"
"52",40,1,15,57,2,3,2,3,2,3,3,3,2,"4"
"52",10,1,1,1,2,3,2,4,1,4,4,4,2,"7"
"52",10,4,1,4,2,3,3,3,2,4,3,3,2,"7"
"52",10,4,2,8,2,3,3,4,2,3,3,3,3,"7"
"52",10,1,3,9,2,3,3,4,2,4,3,4,3,"7"
"52",10,4,3,12,1.0625,2,2,3,2,4,2.85,4,2,"7"
"52",10,1,4,13,2,2,2,2,2,3,4,4,3,"7"
"52",10,1,6,21,2,4,3,3,2,2,3,3,3,"7"
"52",10,4,6,24,2,3,2,3,2,3,3,4,3,"7"
"52",10,4,7,28,2,2,2,4,2,4,3,3,2,"7"
"52",10,1,8,29,2,3,2,3,2,2,3,4,3,"7"
"54",47,3,1,3,1,1,1,5,1,4,4,5,1,"4"
"54",47,3,1,3,1,3,1,5,1,3,4,5,1,"4"
"54",47,4,1,4,1,3,1,5,1,3,4,4,1,"4"
"54",47,1,2,5,1,3,1,3,1,3,3,4,2,"4"
"54",47,2,2,6,1,3,1,4,1,4,4,4,1,"4"
"54",47,3,2,7,1,3,1,4,1,4,5,5,1,"4"
"54",47,4,2,8,1.0625,3,1,5,1,2,2.85,4,1,"4"
"54",47,1,3,9,1,3,1,4,1,3,4,3,2,"4"
"54",47,3,3,11,1,2,1,3,1,3,3,5,4,"4"
"54",47,4,3,12,1,3,2,4,1,3,3,3,2,"4"
"54",47,2,4,14,1,3,2,5,1,4,4,4,1,"4"
"54",47,3,4,15,1,3,2,3,1,3,4,4,2,"4"
"54",47,4,4,16,1,5,1,1,1,1,2,3,3,"4"
"54",47,1,5,17,1,2,1,5,1,4,5,5,1,"4"
"54",47,2,5,18,1.0625,3,2,3,1,1,2.85,4,3,"4"
"54",47,3,5,19,1,2,1,4,1,4,5,4,1,"4"
"54",47,4,5,20,1,2,1,4,1,4,4,4,1,"4"
"54",47,1,6,21,1,1,1,1,1,4,4,5,3,"4"
"54",47,2,6,22,1,1,1,1,1,3,4,5,1,"4"
"54",47,3,6,23,1,1,2,3,1,3,3,5,1,"4"
"54",47,4,6,24,1,2,1,4,1,5,4,5,1,"4"
"54",47,1,7,25,2,1,1,1,1,4,4,5,1,"4"
"54",47,2,7,26,1,1,1,5,1,4,5,5,1,"4"
"54",47,3,7,27,1,4,1,4,1,3,3,5,1,"4"
"54",47,4,7,28,1,4,1,3,1,4,5,4,1,"4"
"54",47,3,8,31,1.0625,2,1,4,1,2,2.85,5,1,"4"
"54",47,4,8,32,1.0625,4,2,4,1,2,2.85,3,1,"4"
"54",47,1,9,33,1,1,1,2,1,4,4,4,3,"4"
"54",47,2,9,34,1.0625,5,1,4,1,2,2.85,5,1,"4"
"54",47,3,9,35,1,4,2,3,1,3,3,5,1,"4"
"54",47,4,9,36,1,4,2,3,1,2,3,4,1,"4"
"54",47,1,10,37,1,2,1,3,1,3,3,4,1,"4"
"54",47,3,10,39,1,4,2,4,1,3,3,4,1,"4"
"54",47,4,10,40,1,3,2,3,1,3,3,5,1,"4"
"54",47,2,11,42,1,2,1,4,1,3,4,5,1,"4"
"54",47,3,11,43,1,1,1,3,1,4,4,5,1,"4"
"54",47,4,11,44,1,3,1,4,1,4,5,5,1,"4"
"54",47,1,12,45,1,2,1,3,1,4,4,5,1,"4"
"54",47,3,12,47,1,1,1,4,1,4,4,4,1,"4"
"54",47,1,13,49,1,3,1,3,1,1,3,5,1,"4"
"54",47,3,13,51,1,1,1,3,1,4,3,5,1,"4"
"54",47,4,13,52,1,3,1,4,1,3,4,5,1,"4"
"54",47,1,14,53,1,3,1,3,1,2,3,5,2,"4"
"54",47,2,14,54,1,3,2,3,1,3,3,3,2,"4"
"54",47,3,14,55,1,2,1,3,1,3,4,5,2,"4"
"54",47,1,15,57,1,3,1,3,1,3,4,5,1,"4"
"54",47,2,15,58,1,3,1,4,1,4,4,5,1,"4"
"54",28,1,1,0,3,2,1,3,1,2,2,3,3,"7"
"54",28,1,1,1,1.0625,3,2,5,1,3,2.85,4,1,"7"
"54",28,4,1,4,1,2,2,5,1,5,4,5,1,"7"
"54",28,1,2,5,1,2,1,3,1,4,4,5,2,"7"
"54",28,4,3,12,1.0625,2,1,3,1,4,2.85,3,2,"7"
"54",28,1,4,13,1,3,1,3,1,4,3,4,1,"7"
"54",28,4,4,16,1.0625,3,2,3,1,3,2.85,4,1,"7"
"54",28,1,5,17,1.0625,3,1,5,1,2,2.85,5,1,"7"
"54",28,4,5,20,1,2,1,3,1,4,4,4,1,"7"
"54",28,1,6,21,1,3,1,3,1,4,3,4,1,"7"
"54",28,4,6,24,1,3,1,1,2,3,3,5,1,"7"
"54",28,1,7,25,1,3,1,2,1,4,3,4,1,"7"
"54",28,4,7,28,1,2,1,1,1,4,4,5,3,"7"
"54",28,4,8,32,1.0625,3,2,5,1,3,2.85,4,1,"7"
"54",28,4,9,36,1,3,1,1,1,2,3,3,3,"7"
"54",28,4,10,40,1.0625,4,1,4,1,3,2.85,5,1,"7"
"54",28,1,11,41,1,3,1,5,1,5,4,5,1,"7"
"54",28,1,12,45,1,1,1,5,1,5,4,4,1,"7"
"54",28,4,12,48,1.0625,3,1,4,1,4,2.85,5,1,"7"
"54",28,1,13,49,1,3,1,4,1,4,4,5,1,"7"
"54",28,4,13,52,1,3,1,3,1,3,2,4,1,"7"
"54",28,1,14,53,1,4,1,3,2,2,3,4,1,"7"
"54",28,4,14,56,1.0625,3,2,5,1,3,2.85,5,1,"7"
"54",28,4,15,60,1,1,1,5,1,5,4,5,1,"7"
"54",28,4,16,64,1,1,1,3,1,4,4,5,1,"7"
"54",28,1,17,65,1.0625,4,3,5,1,2,2.85,4,1,"7"
"54",28,4,17,68,1.0625,4,1,5,1,3,2.85,4,1,"7"
"54",28,1,18,69,1.0625,3,1,5,1,3,2.85,5,1,"7"
"61",90,2,1,2,2,2,3,4,4,4,4,4,2,"4"
"61",90,3,1,3,1,2,3,2,1,3,3,4,3,"4"
"61",90,4,1,4,1,5,3,3,1,2,2,2,1,"4"
"61",90,1,2,5,1.0625,5,3,2,3,2,2.85,2,2,"4"
"61",90,2,2,6,2,2,4,3,3,4,4,3,2,"4"
"61",90,3,2,7,1.0625,5,2,3,2,1,2.85,3,2,"4"
"61",90,4,2,8,1,1,2,3,1,4,4,5,2,"4"
"61",90,2,3,10,3,3,4,2,3,2,2,2,2,"4"
"61",90,3,3,11,1,2,3,3,1,3,4,3,1,"4"
"61",90,4,3,12,1.0625,4,2,2,2,1,2.85,3,3,"4"
"61",90,1,4,13,2,3,2,3,2,3,4,3,3,"4"
"61",90,2,4,14,1,4,2,3,2,2,3,4,3,"4"
"61",90,3,4,15,1.0625,5,2,2,2,1,2.85,3,3,"4"
"61",90,4,4,16,1,1,4,4,1,5,4,3,1,"4"
"61",90,1,5,17,1,3,2,1,3,3,3,2,2,"4"
"61",90,2,5,18,1,3,4,3,2,3,3,2,2,"4"
"61",90,3,5,19,1,1,2,4,1,4,4,4,2,"4"
"61",90,4,5,20,1.0625,5,2,3,1,1,2.85,3,2,"4"
"61",90,1,6,21,2,1,4,3,1,4,4,3,2,"4"
"61",90,2,6,22,1,4,3,3,1,3,4,3,1,"4"
"61",90,3,6,23,1.0625,4,3,4,1,1,2.85,3,2,"4"
"61",90,4,6,24,1,2,3,4,1,3,4,4,2,"4"
"61",90,1,7,25,1,3,2,1,2,2,3,3,2,"4"
"61",90,2,7,26,1.0625,4,4,3,1,1,2.85,3,2,"4"
"61",90,3,7,27,2,1,2,4,1,5,4,4,1,"4"
"61",90,4,7,28,1,1,3,5,1,4,4,4,1,"4"
"61",90,1,8,29,1,3,4,1,2,2,3,3,2,"4"
"61",90,2,8,30,1,5,3,2,2,1,3,2,3,"4"
"61",90,3,8,31,1,3,4,4,1,3,4,3,2,"4"
"61",90,4,8,32,1,1,4,5,1,5,4,2,1,"4"
"61",90,1,9,33,1,5,5,4,1,2,4,3,2,"4"
"61",90,2,9,34,1,5,3,4,1,2,4,4,1,"4"
"61",90,3,9,35,1,2,4,4,1,4,4,4,1,"4"
"61",90,4,9,36,2,3,4,3,1,4,3,3,2,"4"
"61",90,1,10,37,1,3,5,3,1,3,4,3,2,"4"
"61",90,2,10,38,1,2,4,2,2,2,4,3,2,"4"
"61",90,3,10,39,1,4,5,3,2,2,3,3,2,"4"
"61",90,4,10,40,1.0625,4,5,3,2,1,2.85,2,3,"4"
"61",90,1,11,41,1,2,2,3,1,4,4,3,2,"4"
"61",90,2,11,42,1,4,2,1,1,2,3,3,3,"4"
"61",90,3,11,43,1.0625,4,2,2,2,2,2.85,3,3,"4"
"61",90,4,11,44,1.0625,4,2,2,2,1,2.85,3,4,"4"
"61",90,2,12,46,1,1,3,2,1,3,4,3,3,"4"
"61",90,3,12,47,1.0625,5,3,1,2,1,2.85,2,3,"4"
"61",90,4,12,48,1,5,2,1,2,1,3,2,3,"4"
"61",90,1,13,49,1,2,3,3,1,3,4,3,2,"4"
"61",90,2,13,50,1,3,3,2,1,2,3,4,2,"4"
"61",90,3,13,51,1,2,3,3,1,4,4,4,2,"4"
"61",90,4,13,52,1,2,3,4,1,4,4,4,1,"4"
"61",90,1,14,53,1,3,2,1,1,4,4,3,2,"4"
"61",90,2,14,54,1.0625,4,4,3,1,2,2.85,3,2,"4"
"61",90,3,14,55,1,1,2,3,1,4,4,4,1,"4"
"61",90,4,14,56,1.0625,1,4,4,1,2,2.85,3,2,"4"
"61",90,1,15,57,1,2,2,3,1,5,4,4,1,"4"
"61",90,2,15,58,1,4,3,2,1,5,3,3,1,"4"
"61",90,3,15,59,1,2,2,3,1,3,4,4,2,"4"
"61",90,4,15,60,3,1,4,3,1,3,3,3,1,"4"
"61",90,1,16,61,1.0625,5,5,4,1,1,2.85,2,1,"4"
"61",90,2,16,62,1,3,2,4,1,3,4,3,1,"4"
"61",90,3,16,63,1,5,2,2,1,1,4,3,3,"4"
"61",90,4,16,64,3,3,2,1,2,2,2,2,4,"4"
"61",90,1,17,65,1.0625,5,5,3,1,1,2.85,1,2,"4"
"61",90,2,17,66,2,1,1,4,1,5,4,4,1,"4"
"61",90,3,17,67,3,4,2,2,2,2,2,3,2,"4"
"61",90,4,17,68,1,2,3,4,2,4,4,4,3,"4"
"61",90,1,18,69,1,2,1,1,1,3,4,3,3,"4"
"61",90,2,18,70,1,5,2,3,1,2,4,3,3,"4"
"61",90,3,18,71,1.0625,4,2,2,2,2,2.85,2,3,"4"
"61",90,4,18,72,2,4,2,3,2,2,3,4,3,"4"
"61",90,1,19,73,1,3,2,1,2,4,3,3,3,"4"
"61",90,2,19,74,2,2,3,1,2,2,3,2,3,"4"
"61",90,3,19,75,1,1,2,4,1,4,4,3,2,"4"
"61",90,4,19,76,2,4,1,1,2,2,3,3,3,"4"
"61",90,1,20,77,2,2,3,3,1,3,3,3,3,"4"
"61",90,2,20,78,1,4,2,2,1,3,3,3,3,"4"
"61",90,3,20,79,1.0625,3,5,1,2,1,2.85,2,4,"4"
"61",90,4,20,80,1,5,2,2,1,1,2,2,5,"4"
"61",90,1,21,81,1,4,2,1,1,2,3,3,1,"4"
"61",90,2,21,82,1.0625,4,5,4,1,1,2.85,1,1,"4"
"61",90,3,21,83,2,1,2,3,1,3,4,3,1,"4"
"61",90,4,21,84,1,1,4,4,1,3,4,4,1,"4"
"61",90,1,22,85,2,2,3,3,1,4,4,4,1,"4"
"61",90,2,22,86,1,1,3,3,1,4,4,4,1,"4"
"61",90,3,22,87,1,2,3,3,1,4,4,3,1,"4"
"61",90,4,22,88,1,2,2,4,1,4,5,4,1,"4"
"61",90,1,23,89,1.0625,5,5,3,1,1,2.85,1,1,"4"
"61",90,2,23,90,1,1,5,5,1,5,4,4,1,"4"
"61",90,3,23,91,1.0625,4,5,5,1,1,2.85,3,1,"4"
"61",90,4,23,92,1.0625,4,5,4,1,1,2.85,3,2,"4"
"61",90,1,24,93,1.0625,3,4,4,1,1,2.85,2,1,"4"
"61",23,1,1,1,4,2,2,4,1,3,2,3,2,"7"
"61",23,4,1,4,1,4,2,2,1,2,2,2,3,"7"
"61",23,1,2,5,2,4,2,3,1,2,2,2,3,"7"
"61",23,4,2,8,1.0625,4,2,2,1,1,2.85,2,4,"7"
"61",23,1,3,9,1,3,2,3,1,3,4,3,2,"7"
"61",23,4,3,12,2,2,5,4,1,5,4,3,1,"7"
"61",23,1,4,13,1,2,3,4,1,5,3,3,1,"7"
"61",23,4,4,16,2,2,3,2,1,4,3,3,2,"7"
"61",23,1,5,17,1,2,3,2,2,3,5,3,2,"7"
"61",23,4,5,20,2,2,5,4,2,4,3,3,1,"7"
"61",23,4,6,24,2,1,1,3,1,4,4,3,1,"7"
"61",23,1,7,25,1,3,2,3,1,2,3,3,1,"7"
"61",23,4,7,28,2,1,1,3,1,3,3,4,1,"7"
"61",23,1,8,29,1,5,3,3,1,1,1,3,2,"7"
"61",23,4,8,32,1,2,4,3,2,3,3,3,2,"7"
"61",23,1,9,33,1,3,2,2,1,2,3,3,3,"7"
"61",23,1,10,37,1,3,2,2,1,3,3,3,2,"7"
"61",23,4,10,40,1,4,3,4,2,1,2,2,2,"7"
"61",23,1,11,41,1,4,4,2,1,3,4,3,3,"7"
"61",23,4,13,52,1.0625,5,5,4,2,1,2.85,2,2,"7"
"61",23,1,14,53,1,3,4,3,1,2,2,3,3,"7"
"61",23,4,14,56,2,1,2,3,1,4,4,4,1,"7"
"61",23,1,15,57,1,5,1,2,1,1,1,2,3,"7"
"68",25,2,1,2,1,3,1,3,1,3,4,4,2,"4"
"68",25,4,1,4,1,2,1,5,1,5,4,4,1,"4"
"68",25,2,2,6,1,1,1,5,1,5,5,5,1,"4"
"68",25,3,2,7,1.0625,5,2,3,2,1,2.85,3,3,"4"
"68",25,1,3,9,1.0625,3,3,4,1,2,2.85,3,1,"4"
"68",25,2,3,10,1,3,3,5,1,3,4,5,1,"4"
"68",25,4,3,12,1,2,2,5,1,4,4,4,1,"4"
"68",25,2,4,14,1,3,3,3,1,2,4,3,1,"4"
"68",25,3,4,15,1,1,1,4,1,4,5,5,1,"4"
"68",25,4,4,16,1,1,2,4,1,3,4,4,1,"4"
"68",25,3,5,19,1,5,1,1,3,1,4,2,4,"4"
"68",25,4,5,20,1,2,1,4,1,3,4,5,1,"4"
"68",25,3,6,23,1.0625,3,1,3,2,2,2.85,5,3,"4"
"68",25,1,7,25,1,2,2,4,1,3,4,4,1,"4"
"68",25,2,8,30,1,2,1,3,1,3,4,4,1,"4"
"68",25,4,8,32,1,3,1,2,2,2,4,4,1,"4"
"68",25,1,9,33,1,4,1,2,3,2,4,5,3,"4"
"68",25,2,9,34,1.0625,4,4,3,2,2,2.85,3,2,"4"
"68",25,2,10,38,1,1,1,5,1,4,4,5,1,"4"
"68",25,4,10,40,1,2,2,4,2,3,4,3,1,"4"
